code,latitude,longitude,N,size,N_min,N_max
BKLHOLD,35.374,-119.011,7.667,2.0,7.667,16.1
BLOUNTN,35.755,-83.959,0.0,2.0,1.643,4.733
BOEHOLD,31.806,-106.371,1.0,2.0,1.0,1.0
BONNEID,43.495,-112.041,0.1,2.0,0.097,0.871
BOONEKY,39.037,-84.728,94.233,3.5,33.3,117.097
BOPALM,41.127,-76.922,1.0,2.0,1.0,2.0
BOPCAA,41.567,-75.412,1.0,2.0,0.967,1.0
BOPCUM,39.597,-78.754,1.0,2.0,1.0,1.0
BOPGUA,38.795,-106.535,35.533,3.5,32.133,72.133
BOPHON,21.334,-157.928,47.233,3.5,47.233,70.871
BOPLOF,34.677,-120.498,0.0,2.0,0.033,0.033
BOPLOS,34.054,-118.24,0.0,2.0,0.032,0.032
BOPMAR,37.663,-88.984,1.0,2.0,1.0,1.0
BOPMEM,35.156,-89.867,1.033,2.0,1.0,1.033
BOPMIM,25.778,-80.193,0.0,2.0,0.065,0.065
BOPOAD,30.832,-92.637,596.733,9.0,466.194,744.821
BOPRAE,32.054,-82.877,0.0,2.0,0.032,0.033
BOPRCH,44.024,-92.436,0.0,2.0,0.871,2.0
BOPSET,47.422,-122.301,0.0,2.0,0.033,0.033
BOPSPG,37.177,-93.325,7.0,2.0,5.29,7.0
BOPTHA,39.408,-87.455,1.0,2.0,1.0,2.065
BOSHOLD,42.483,-71.209,0.233,2.0,0.1,0.233
BOTTIND,48.828,-100.45,0.1,2.0,0.071,0.933
BOWCOTX,33.421,-94.043,0.0,2.0,0.194,0.194
BPC,42.368,-71.052,0.167,2.0,0.033,1.806
BRADEFL,27.495,-82.573,0.0,2.0,0.3,1.0
BRINDMA,41.666,-70.996,235.067,6.0,128.258,242.548
BROADMT,46.322,-111.515,0.067,2.0,0.065,0.194
BROCRFL,26.034,-80.42,0.0,2.0,0.067,0.067
BROKSTX,27.248,-98.127,0.0,2.0,0.179,0.179
BROMMNY,42.131,-75.914,0.067,2.0,0.033,0.548
BTV,43.02,-78.202,531.133,9.0,477.806,574.067
BUTLEKS,37.817,-96.862,6.1,2.0,0.226,9.968
BUTLEOH,39.388,-84.556,83.967,3.5,83.967,228.677
BWDGICA,34.063,-118.239,2.467,2.0,1.355,4.645
CAJUVMN,44.788,-93.593,0.0,2.0,0.065,0.194
CALDWMO,39.642,-94.047,31.867,3.5,30.194,60.433
CALHOMI,42.317,-85.176,170.6,6.0,164.452,218.8
CAMBRPA,40.484,-78.701,20.4,3.5,20.4,121.581
CAMCOWY,44.277,-105.512,0.0,2.0,0.065,0.2
CARBOWY,41.796,-107.223,0.0,2.0,0.033,0.903
CARJAMN,44.787,-93.593,21.233,3.5,21.233,45.387
CARROMD,39.572,-76.987,17.3,3.5,0.167,17.3
CASCAMT,47.432,-111.507,0.1,2.0,0.1,2.645
CASPCAL,33.163,-115.485,0.0,2.0,0.036,1.097
CASSCNE,41.012,-95.883,35.967,3.5,14.393,36.484
CATTANY,42.252,-78.8,0.0,2.0,0.065,1.194
CAYUGNY,42.98,-76.543,0.233,2.0,0.033,0.29
CBRRSNC,35.409,-80.578,2.067,2.0,1.097,3.433
CCADCAZ,33.044,-111.377,76.4,3.5,62.767,99.367
CCAFLAZ,33.043,-111.372,212.067,6.0,186.767,219.387
CCAHUTX,30.565,-97.419,481.567,6.0,137.067,481.567
CCASDCA,32.576,-116.915,699.0,9.0,672.355,699.0
CEMEDFL,25.788,-80.216,0.0,2.0,0.452,0.452
CFREDVA,39.199,-78.144,0.0,2.0,0.968,0.968
CGRMCAZ,32.872,-111.74,0.0,2.0,0.067,0.1
CHACONY,42.255,-79.504,14.433,3.5,1.968,14.433
CHARLSC,32.845,-80.014,31.433,3.5,1.0,37.548
CHASEKS,38.368,-96.539,28.367,3.5,24.5,50.387
CHELAWA,47.422,-120.315,1.833,2.0,1.833,6.645
CHIPPMI,46.497,-84.346,39.267,3.5,21.129,46.3
CHRISMO,37.02,-93.205,12.3,3.5,11.742,31.7
CITRUFL,28.845,-82.477,0.0,2.0,0.032,0.032
CKHOSFL,25.731,-80.386,0.233,2.0,0.233,2.419
CLARIPA,41.238,-79.423,0.0,2.0,0.129,0.129
CLARKWA,45.63,-122.679,0.0,2.0,0.033,0.033
CLICONY,44.721,-73.467,13.267,3.5,3.323,25.806
CLINTPA,41.151,-77.35,84.533,3.5,64.258,178.645
CMPJVNY,42.913,-78.868,0.133,2.0,0.065,0.7
COBBJGA,33.908,-84.577,31.467,3.5,20.3,31.467
COCONAZ,35.187,-111.64,0.367,2.0,0.065,1.367
COLCASC,34.08,-80.977,24.367,3.5,24.367,39.433
COLLIFL,26.128,-81.765,13.9,3.5,13.0,29.75
COLOMNY,42.249,-73.756,0.0,2.0,0.071,0.071
COLUMOR,45.848,-122.819,11.267,3.5,9.032,43.677
COLUMPA,40.998,-76.45,22.867,3.5,0.161,38.29
COMFTFL,25.733,-80.383,0.533,2.0,0.071,1.097
CONEJCO,37.167,-106.0,1.5,2.0,1.29,3.333
CONVEWY,42.76,-105.381,0.0,2.0,0.033,0.233
COSTACA,33.652,-117.912,1.067,2.0,0.567,4.607
COWJVWA,46.141,-122.92,0.367,2.0,0.067,2.839
CSCNWWA,47.25,-122.422,913.233,9.0,909.129,1023.065
CSYJVNY,43.097,-79.054,0.0,2.0,0.065,0.179
CTLAFSL,41.761,-72.683,0.467,2.0,0.467,4.742
CTYORCI,41.323,-72.237,0.0,2.0,0.2,14.867
CUMBEME,43.651,-70.282,13.9,3.5,13.9,50.0
CUSTEMT,46.408,-105.845,0.0,2.0,0.194,0.194
DALHOLD,32.824,-96.872,16.433,3.5,5.323,25.032
DAVIDTN,36.157,-86.772,19.8,3.5,16.1,62.29
DAWSOMT,47.105,-104.716,0.0,2.0,0.067,0.323
DCDOCDC,38.918,-77.032,0.133,2.0,0.133,0.133
DEAPDMI,42.314,-83.2,9.433,2.0,8.357,14.867
DEKALAL,34.418,-85.773,42.667,3.5,7.903,66.516
DEKALGA,33.776,-84.244,0.0,2.0,0.032,0.032
DELTACO,38.74,-108.072,0.0,2.0,0.065,0.071
DENCICO,39.738,-104.991,0.0,2.0,0.065,2.032
DENHOLD,39.784,-104.849,28.333,3.5,21.968,30.774
DENICDF,39.761,-104.849,423.767,6.0,386.8,426.581
DENVECO,39.768,-104.864,3.033,2.0,1.677,4.935
DEPCOGU,13.45,144.803,22.933,3.5,20.484,42.226
DEPYOGU,13.466,144.801,0.0,2.0,0.032,1.0
DETHOLD,42.343,-83.01,0.133,2.0,0.033,0.419
DOCORNE,41.253,-95.938,79.9,3.5,60.516,154.581
DODGEWI,43.407,-88.706,150.9,6.0,127.967,182.194
DORCHMD,38.548,-76.059,27.267,3.5,24.0,36.387
DOUGLCO,39.367,-104.863,0.4,2.0,0.4,1.806
DOUGLOR,43.211,-123.341,0.0,2.0,0.067,0.323
DRURYCO,39.775,-104.846,0.067,2.0,0.032,0.321
DUPAGIL,41.869,-88.141,0.0,2.0,0.032,0.032
DUTCHAK,53.871,-166.542,0.0,2.0,0.226,0.484
DUVALFL,30.326,-81.651,0.0,2.0,0.8,12.032
DVDHOLD,39.154,-75.488,1.3,2.0,1.032,3.032
EAZ,32.818,-111.52,1531.1,15.0,1484.387,1551.533
ECC,32.803,-115.569,493.5,6.0,460.613,519.933
ECOLOWA,47.479,-122.284,0.0,2.0,0.065,0.516
ECTORTX,31.821,-102.36,0.567,2.0,0.194,0.935
EDENDTX,31.217,-99.834,0.0,2.0,0.032,0.032
ELBERCO,39.342,-104.464,0.0,2.0,0.065,0.065
ELGPDIL,42.04,-88.284,2.8,2.0,0.548,5.067
ELMORID,43.137,-115.673,7.567,2.0,0.967,7.567
ELPASCO,38.788,-104.779,125.733,6.0,89.194,182.933
ELZICDF,40.666,-74.19,171.4,6.0,171.4,278.733
EMESACA,32.591,-116.918,0.0,2.0,0.067,0.067
EPC,31.794,-106.369,789.167,9.0,770.333,850.839
ERICONY,42.884,-78.879,0.0,2.0,0.133,0.581
ERICOPA,42.124,-80.067,6.767,2.0,5.129,13.774
ESSEXMA,42.597,-70.986,0.0,2.0,0.8,32.467
ESSEXNJ,40.721,-74.127,275.4,6.0,219.484,327.71
ESSEXNY,44.282,-73.536,4.367,2.0,0.032,4.367
ETOWAAL,34.017,-86.012,361.9,6.0,326.133,373.7
EULESTX,32.829,-97.102,13.533,3.5,5.806,41.355
FAICOVA,38.844,-77.309,2.233,2.0,0.067,2.233
FAULKAR,35.089,-92.444,0.0,2.0,0.645,4.645
FERRYWA,48.65,-118.734,0.0,2.0,0.065,0.133
FLATHMT,48.189,-114.311,0.0,2.0,0.065,0.133
FLO,33.064,-111.382,408.8,6.0,335.387,479.452
FORSYNC,36.097,-80.242,0.0,2.0,0.433,1.484
FRACOVT,44.811,-73.081,0.0,2.0,12.581,20.935
FRANKWA,46.237,-119.096,0.0,2.0,0.323,0.323
FREDEMD,39.366,-77.413,41.1,3.5,22.467,54.933
FREEBMN,43.646,-93.368,68.033,3.5,0.774,68.774
FREHOLD,36.733,-119.786,6.867,2.0,5.968,11.867
FREMOCO,38.446,-105.182,5.1,2.0,0.233,18.29
FREMOWY,42.836,-108.726,0.0,2.0,0.129,0.129
FSF,33.064,-111.379,200.067,6.0,200.067,338.6
GALLAMT,45.673,-111.06,0.067,2.0,0.065,0.323
GARVIOK,34.74,-97.222,4.467,2.0,4.467,22.903
GASTNNC,35.268,-81.184,1.967,2.0,1.774,4.467
GENESNY,43.008,-78.225,0.0,2.0,0.065,2.129
GFCORND,47.936,-97.058,19.6,3.5,18.581,50.806
GFJUVND,47.936,-97.058,0.0,2.0,0.033,0.387
GIJUVAZ,33.395,-110.771,0.0,2.0,0.032,0.065
GLADEFL,26.839,-81.124,407.3,6.0,398.0,479.258
GLEPDCA,34.147,-118.249,0.0,2.0,0.097,31.964
GOSHEWY,42.065,-104.182,0.0,2.0,0.033,0.033
GRANTOR,44.39,-118.95,0.0,2.0,0.071,0.419
GRANTWA,47.322,-119.554,0.0,2.0,0.065,1.71
GRAYSKY,37.489,-86.271,0.133,2.0,0.065,6.903
GREENMA,42.596,-72.613,74.3,3.5,55.5,91.8
GREENMO,37.218,-93.291,0.0,2.0,0.067,0.133
GUADATX,29.603,-97.97,0.0,2.0,0.032,1.0
GUDOCHG,13.474,144.751,7.0,2.0,0.355,7.0
GWINNGA,33.982,-83.977,0.0,2.0,0.032,0.419
HAILEID,43.665,-116.682,4.467,2.0,3.516,8.806
HALLJGA,34.239,-83.813,4.267,2.0,4.267,16.194
HARDJIA,42.36,-93.097,71.967,3.5,65.355,83.7
HARHOLD,41.761,-72.684,1.267,2.0,0.097,1.267
HASHENE,40.928,-98.327,69.733,3.5,23.581,95.0
HASKLTX,33.177,-99.721,521.767,9.0,519.355,625.3
HELHOLD,46.594,-111.972,0.0,2.0,0.194,0.387
HENDENC,35.316,-82.456,16.467,3.5,6.129,27.323
HERNAFL,28.484,-82.451,0.0,2.0,114.645,241.355
HICOJFL,27.959,-82.372,0.0,2.0,0.645,0.929
HILLCMT,48.552,-109.707,0.767,2.0,0.065,1.857
HMCHOTX,26.157,-97.675,2.7,2.0,0.161,2.7
HOUHOLD,29.95,-95.313,41.367,3.5,40.871,57.633
HOUICDF,29.95,-95.312,964.6,9.0,875.571,1006.333
HOWARMD,39.169,-76.782,40.733,3.5,34.355,54.1
HRREGVA,36.808,-76.364,253.7,6.0,253.7,426.194
HSF,26.181,-97.685,115.167,6.0,103.033,147.452
HUDSONJ,40.727,-74.106,357.867,6.0,267.258,357.867
JACKSOR,42.322,-122.878,0.867,2.0,0.548,1.567
JAXHOLD,30.257,-81.59,11.2,3.5,3.2,11.2
JEFFECO,39.731,-105.202,3.033,2.0,1.613,3.8
JEFFEID,43.679,-111.911,6.267,2.0,0.161,6.267
JEFFEIL,38.314,-88.903,41.3,3.5,16.133,51.0
JEFFEKS,39.207,-95.312,0.0,2.0,3.2,3.2
JEFFEMT,46.235,-112.122,2.033,2.0,0.419,2.935
JEFFENY,43.973,-75.928,0.067,2.0,0.065,0.133
JEFFETX,30.079,-94.093,0.8,2.0,0.8,7.767
JENADLA,31.709,-92.151,712.0,9.0,712.0,1083.321
JENNIMO,38.711,-90.267,0.333,2.0,0.1,0.6
JMHOSFL,25.792,-80.213,1.0,2.0,1.0,2.267
JOHNSTX,32.375,-97.39,130.367,6.0,72.321,159.9
JOSEPOR,42.433,-123.304,8.9,2.0,6.742,14.258
KARNETX,28.884,-97.912,18.5,3.5,18.5,440.933
KENOSWI,42.594,-87.912,136.8,6.0,111.677,189.214
KERCOCA,35.51,-119.111,116.5,6.0,104.484,134.033
KITTIWA,46.997,-120.549,0.0,2.0,0.1,0.167
KLAMCOR,42.223,-121.75,0.7,2.0,0.643,2.0
KODIAAK,57.805,-152.373,0.0,2.0,0.032,0.161
KOOTEID,47.721,-116.786,0.0,2.0,0.033,0.226
KRHUBFL,25.795,-80.279,0.033,2.0,0.033,0.367
KRO,25.754,-80.489,585.567,9.0,561.4,732.613
LACKAPA,41.423,-75.648,160.0,6.0,69.968,193.194
LAKCOMT,47.692,-114.161,0.0,2.0,0.065,0.194
LANCACA,34.702,-118.235,1256.6,12.0,880.161,1372.3
LANECOR,44.052,-123.09,0.0,2.0,5.429,7.833
LAPAZAZ,34.146,-114.29,0.0,2.0,0.097,0.097
LARCOWY,41.135,-104.82,0.467,2.0,0.097,1.032
LARIMCO,40.564,-105.033,1.333,2.0,0.516,1.333
LAWREPA,41.0,-80.337,0.0,2.0,0.129,0.194
LAWRESD,44.374,-103.73,0.0,2.0,0.323,0.333
LEWISMT,46.586,-112.037,0.0,2.0,0.065,0.161
LIMESTX,31.525,-96.511,0.0,2.0,0.033,17.387
LINCOMO,38.972,-90.963,6.933,2.0,4.167,9.233
LINNCOR,44.63,-123.097,0.0,2.0,0.065,0.065
LKLNDLA,31.309,-92.409,0.0,2.0,0.71,1.0
LONPDAR,34.784,-91.902,2.4,2.0,0.258,4.903
LOSCJCA,34.059,-118.231,1.033,2.0,1.0,1.419
LOSHOLD,34.054,-118.24,79.033,3.5,79.033,214.968
LOUCOVA,39.075,-77.545,0.1,2.0,0.033,0.161
LRDICDF,27.529,-99.448,267.833,6.0,266.714,379.867
LRKNHFL,25.706,-80.291,0.767,2.0,0.097,3.767
LSFHOLD,26.076,-97.512,1.0,2.0,1.0,1.0
LSHOSMA,42.3,-71.102,0.0,2.0,0.032,0.419
LUBBOTX,33.585,-101.844,1.767,2.0,1.767,5.258
LVGHOLD,36.076,-115.102,2.4,2.0,1.484,4.903
MABSHOS,41.947,-70.952,0.967,2.0,0.033,1.0
MACCOMI,42.617,-82.889,0.0,2.0,0.032,10.929
MADISID,43.823,-111.792,0.0,2.0,0.133,2.258
MADISNY,43.081,-75.703,1.933,2.0,0.067,11.323
MAHONOH,41.104,-80.655,8.867,2.0,8.867,46.194
MAPLEOH,41.415,-81.565,2.6,2.0,2.6,22.29
MARIOIN,39.766,-86.153,1.567,2.0,1.567,12.839
MARTIFL,27.17,-80.243,0.0,2.0,0.036,0.036
MATEWKS,42.613,-71.236,0.0,2.0,0.194,1.0
MATSHOS,41.901,-71.089,0.0,2.0,0.032,1.0
MAVERTX,28.797,-100.215,0.267,2.0,0.033,0.267
MCCDCTX,31.558,-97.134,0.133,2.0,0.032,0.71
MCCLETX,31.557,-97.134,0.0,2.0,0.067,0.067
MCFAJAZ,33.446,-112.078,3.067,2.0,0.129,3.067
MCHENIL,42.341,-88.44,201.967,6.0,201.967,366.903
MCMEDAZ,33.447,-112.06,0.3,2.0,0.065,0.767
MEADESD,44.414,-103.516,0.0,2.0,0.067,0.067
MECKLNC,35.263,-80.854,90.2,3.5,88.581,137.267
MEDHOLD,42.326,-122.877,1.7,2.0,0.143,1.7
MESJACO,39.069,-108.574,0.267,2.0,0.267,6.581
METROFL,25.715,-80.336,0.0,2.0,0.032,0.032
MIAHOLD,25.92,-80.155,3.967,2.0,3.516,8.967
MIDBIMA,42.369,-71.079,0.0,2.0,0.194,0.194
MIDDLNJ,40.421,-74.489,0.0,2.0,10.387,171.677
MILHOLD,43.047,-87.908,0.0,2.0,0.032,0.032
MILLRAR,33.401,-94.022,7.433,2.0,7.433,24.806
MINERMT,47.193,-114.89,0.0,2.0,0.267,0.267
MINICID,42.535,-113.791,0.0,2.0,0.097,1.032
MINNESD,43.553,-96.73,2.7,2.0,1.806,19.839
MISCOMO,36.924,-89.352,29.167,3.5,28.567,54.29
MISSOMT,46.883,-114.027,0.133,2.0,0.033,0.516
MNCOAKC,45.025,-92.802,0.0,2.0,0.161,0.161
MOFFECO,40.512,-107.567,6.933,2.0,5.774,17.194
MOHAVAZ,35.193,-114.052,0.0,2.0,0.065,0.065
MONCJAL,32.352,-86.287,0.867,2.0,0.129,2.733
MONMONJ,40.268,-74.287,242.333,6.0,134.065,242.333
MONROFL,24.577,-81.751,1.733,2.0,1.733,47.167
MONROMI,41.896,-83.393,93.033,3.5,63.567,93.033
MONRONY,43.152,-77.614,0.233,2.0,0.033,1.548
MONTGMO,38.98,-91.505,34.833,3.5,21.533,53.71
MONTGNY,42.953,-74.376,0.0,2.0,0.065,0.065
MONTGPA,40.159,-75.423,0.567,2.0,0.129,1.867
MONTGTX,30.336,-95.453,407.9,6.0,230.129,411.9
MORGACO,40.252,-103.789,0.0,2.0,0.032,0.581
MORGNMO,38.432,-92.84,35.9,3.5,26.968,55.935
MOROWOH,40.551,-82.845,62.6,3.5,7.097,68.194
MOUNTND,48.321,-102.391,0.333,2.0,0.065,1.133
MTPPDCA,34.059,-118.126,5.933,2.0,1.0,22.643
MULTNOR,45.563,-122.544,0.0,2.0,0.032,0.032
MUSSEMT,46.45,-108.542,0.0,2.0,0.097,0.581
NASSAFL,30.611,-81.631,0.0,2.0,1.129,15.419
NASSANY,40.732,-73.554,0.0,2.0,0.033,0.033
NATROWY,42.863,-106.346,1.367,2.0,0.967,4.29
NAVSOAZ,34.87,-110.156,0.133,2.0,0.067,2.433
NEJUVNE,41.843,-97.458,0.0,2.0,0.065,0.065
NGDCTGA,34.295,-83.825,105.467,6.0,0.839,105.467
NHSPCON,43.232,-71.56,0.0,2.0,0.033,0.267
NIAGANY,43.18,-78.737,0.0,2.0,0.065,3.065
NIOBRWY,42.761,-104.451,0.0,2.0,0.065,0.065
NOBLEMN,43.648,-95.59,4.9,2.0,0.133,5.194
NOJUVOR,45.613,-121.201,7.267,2.0,4.29,9.613
NOLVGNV,36.202,-115.119,141.6,6.0,129.7,161.067
NORCOOR,45.613,-121.201,16.167,3.5,1.567,33.806
NORFOMA,42.26,-71.209,52.2,3.5,29.645,59.129
NWREGVA,39.199,-78.144,0.067,2.0,0.067,21.129
NYBUFFC,42.932,-78.543,0.0,2.0,0.065,0.065
NYCHOLD,40.634,-73.931,17.667,3.5,14.071,22.871
OAK,30.832,-92.637,1.0,2.0,1.0,1.0
OAKHOLD,30.831,-92.65,0.033,2.0,0.032,0.226
OKANOWA,48.365,-119.582,1.133,2.0,0.032,6.032
OMAHOLD,41.282,-95.899,0.0,2.0,0.033,1.548
ONECONY,43.156,-75.377,0.167,2.0,0.065,1.097
ONONDNY,43.046,-76.146,0.133,2.0,0.129,12.133
ONTARNY,42.881,-77.213,0.0,2.0,0.419,5.839
ORANGFL,28.506,-81.414,0.9,2.0,0.9,6.129
ORANGNY,41.405,-74.359,109.767,6.0,89.774,133.633
ORLEANY,43.246,-78.193,0.0,2.0,0.033,0.065
ORLHOLD,28.428,-81.333,1.0,2.0,1.0,1.0
ORPARLA,29.959,-90.094,22.033,3.5,22.033,92.452
OTERONM,32.901,-105.96,0.0,2.0,0.032,0.567
OTROPNM,32.079,-106.278,0.0,2.0,0.032,0.129
OTRPCNM,32.08,-106.282,798.1,9.0,727.5,964.645
PALMBFL,26.67,-80.093,0.0,2.0,8.645,27.143
PAMREVA,37.76,-77.354,13.133,3.5,11.032,76.065
PARKCMT,45.663,-110.556,0.0,2.0,0.065,0.129
PARKCWY,44.526,-109.066,0.0,2.0,0.032,0.032
PARKJCO,39.224,-105.989,28.333,3.5,28.333,166.258
PASADCA,34.149,-118.145,2.267,2.0,0.581,42.484
PASSANJ,40.913,-74.173,0.0,2.0,0.033,0.033
PEMBIND,48.791,-97.626,0.0,2.0,0.033,0.355
PENDOWA,48.178,-117.059,0.0,2.0,0.129,0.233
PENNISD,44.079,-103.222,1.033,2.0,0.2,3.367
PENOBME,44.802,-68.773,0.0,2.0,0.065,0.677
PERRYAL,32.45,-87.492,0.0,2.0,44.333,386.548
PHELPNE,40.44,-99.371,18.433,3.5,18.433,38.133
PHIHOLD,39.96,-75.166,5.6,2.0,3.968,9.0
PHOHOLD,33.471,-112.073,65.733,3.5,65.733,92.5
PIC,26.155,-97.338,767.2,9.0,325.419,767.2
PIKCOPA,41.389,-75.071,169.433,6.0,129.7,186.258
PINALAZ,33.041,-111.376,568.767,9.0,518.548,597.032
PINELFL,27.903,-82.705,0.8,2.0,0.8,15.267
PISCAME,45.183,-69.224,0.2,2.0,0.097,0.968
PLATTMO,39.371,-94.78,0.8,2.0,0.433,8.133
PLATTWY,42.056,-104.952,3.1,2.0,0.452,3.1
PLYMOMA,41.931,-70.651,302.333,6.0,56.6,323.452
PMHOSFL,25.886,-80.326,0.0,2.0,0.167,3.452
PMREGVA,37.324,-78.429,0.0,2.0,9.29,312.645
POLKCTX,30.698,-95.006,938.033,9.0,779.107,973.733
POLKJIA,41.654,-93.588,42.8,3.5,20.643,69.533
POMONCA,34.054,-117.754,1.267,2.0,0.452,11.321
PONDEMT,48.169,-111.948,0.0,2.0,0.258,0.516
POOHOLD,45.515,-122.676,8.833,2.0,4.806,11.5
POTTAIA,41.284,-95.865,42.067,3.5,40.2,53.71
PROWECO,38.086,-102.618,0.0,2.0,0.032,0.2
PUEBLCO,38.275,-104.611,0.867,2.0,0.129,1.129
PWILLVA,38.752,-77.48,1.733,2.0,0.032,1.903
RAADCMN,44.956,-93.086,55.833,3.5,49.533,84.0
RAPPSVA,38.405,-77.419,104.8,6.0,14.643,110.258
REDETTX,31.399,-103.511,0.0,2.0,0.065,0.065
REHOSIL,41.865,-87.828,0.867,2.0,0.233,1.806
REJAITX,31.391,-103.533,0.0,2.0,0.067,6.613
RICECKS,38.348,-98.206,25.967,3.5,8.9,25.967
RICHMVA,37.547,-77.423,0.0,2.0,0.065,0.067
RIVERCA,33.978,-117.374,0.0,2.0,0.032,0.032
RNDLLTX,35.117,-101.868,16.3,3.5,16.3,98.484
ROCKIIL,41.509,-90.581,1.2,2.0,0.067,4.75
ROCKINH,43.014,-71.051,0.0,2.0,0.097,0.433
ROCKIVA,38.449,-78.871,0.2,2.0,0.032,1.129
RONKEVA,37.271,-79.947,0.0,2.0,0.065,0.2
ROSEAMN,48.841,-95.766,0.0,2.0,0.067,0.286
ROSEBMT,46.266,-106.674,0.0,2.0,0.1,0.129
RRFINWA,47.451,-122.295,1.367,2.0,0.5,1.387
RSREGVA,37.307,-77.341,0.133,2.0,0.065,106.774
SAAHOLD,33.748,-117.875,26.033,3.5,26.033,50.567
SACHOLD,38.578,-121.5,13.733,3.5,11.567,18.516
SACITCA,33.75,-117.88,158.733,6.0,15.786,158.733
SACRACA,38.583,-121.498,0.033,2.0,0.033,43.645
SAJHOLD,18.408,-66.107,6.433,2.0,4.7,18.267
SANANCA,33.75,-117.88,35.367,3.5,35.367,185.871
SANJAIL,39.8,-89.643,0.0,2.0,0.1,2.677
SARJUNE,41.141,-96.039,0.0,2.0,0.065,0.2
SARPYNE,41.141,-96.042,0.0,2.0,0.1,0.1
SBDHOLD,34.101,-117.297,21.6,3.5,0.065,26.333
SBERNCA,34.102,-117.274,0.0,2.0,0.161,24.484
SCNORCA,37.351,-121.906,72.533,3.5,61.667,188.419
SCRUZAZ,31.355,-110.928,0.0,2.0,0.067,0.067
SDHOSCA,32.619,-117.022,4.433,2.0,0.645,5.571
SEAHOLD,47.49,-122.291,9.6,2.0,8.355,12.633
SEBASAR,35.383,-94.425,2.433,2.0,2.1,11.871
SENECNY,42.15,-77.063,0.0,2.0,0.067,0.129
SENECOH,41.079,-83.154,104.533,6.0,92.4,129.233
SFRHOLD,37.796,-122.401,20.767,3.5,19.533,29.233
SHACOKS,39.047,-95.669,1.133,2.0,0.167,8.935
SHAJUKS,39.04,-95.636,0.0,2.0,0.032,0.161
SHERBMN,45.305,-93.619,106.3,6.0,106.3,167.097
SHERIMT,48.778,-104.556,0.0,2.0,0.071,0.29
SHERIWY,44.816,-106.957,0.0,2.0,0.129,0.129
SITKAAK,57.053,-135.334,0.0,2.0,0.067,0.067
SLRDCAZ,32.484,-114.685,0.333,2.0,0.097,1.133
SLSLCUT,40.697,-111.916,0.4,2.0,0.1,6.536
