code,latitude,longitude,N,size
ERICONY,42.887,-78.878,0.0,2.0
ERICOPA,42.125,-80.066,9.333,2.0
ESSEXMA,42.597,-70.987,0.0,2.0
ESSEXNJ,40.731,-74.136,449.667,6.0
ESSEXNY,44.282,-73.539,0.0,2.0
ETOWAAL,34.016,-86.012,381.033,6.0
EUGHOLD,44.052,-123.089,1.1,2.0
EULESTX,32.832,-97.094,11.6,3.5
FAICOVA,38.843,-77.309,0.0,2.0
FAULKAR,35.089,-92.443,0.0,2.0
FAYHOLD,36.105,-94.178,2.133,2.0
FERRYWA,48.649,-118.734,0.0,2.0
FLATHMT,48.191,-114.311,0.0,2.0
FLO,33.065,-111.379,347.133,6.0
FORSYNC,36.097,-80.243,1.8,2.0
FRACOVT,44.811,-73.08,0.0,2.0
FRANKWA,46.214,-119.043,0.0,2.0
FREDEMD,39.365,-77.415,51.033,3.5
FREEBMN,43.646,-93.368,88.967,3.5
FREHOLD,36.733,-119.785,11.1,3.5
FREMOCO,38.447,-105.183,3.933,2.0
FREMOWY,42.836,-108.728,0.0,2.0
FRMVLVA,37.32,-78.438,172.467,6.0
FSF,33.065,-111.379,174.1,6.0
GALLAMT,45.674,-111.06,0.0,2.0
GARVIOK,34.74,-97.222,8.4,2.0
GASTNNC,35.268,-81.182,3.633,2.0
GENESNY,42.999,-78.188,0.133,2.0
GFCORND,47.936,-97.056,20.4,3.5
GFJUVND,47.936,-97.056,0.067,2.0
GIJUVAZ,33.4,-110.769,0.0,2.0
GJCHOLD,39.087,-108.586,1.0,2.0
GLADEFL,26.839,-81.124,428.433,6.0
GLEPDCA,34.147,-118.249,1.067,2.0
GLOUCNJ,39.839,-75.149,0.0,2.0
GOSHEWY,42.065,-104.182,0.0,2.0
GRANTOR,44.387,-118.95,0.0,2.0
GRANTWA,47.322,-119.553,0.0,2.0
GRAYSKY,37.491,-86.258,0.267,2.0
GREENMA,42.596,-72.612,3.867,2.0
GREENMO,37.218,-93.291,0.0,2.0
GRFHOLD,47.924,-97.035,0.133,2.0
GSCHOLD,39.515,-107.323,2.5,2.0
GUADATX,29.604,-97.97,0.0,2.0
GUDOCHG,13.476,144.751,9.433,2.0
GWINNGA,33.982,-83.977,0.0,2.0
HAILEID,43.665,-116.682,6.367,2.0
HALLJGA,34.243,-83.816,4.3,2.0
HARDJIA,42.36,-93.097,64.8,3.5
HARHOLD,41.651,-72.604,4.5,2.0
HASHENE,40.927,-98.328,99.6,3.5
HASKLTX,33.176,-99.722,478.0,6.0
HELHOLD,46.593,-111.974,0.0,2.0
HENDENC,35.315,-82.456,27.267,3.5
HERNAFL,28.484,-82.451,0.0,2.0
HICOJFL,27.958,-82.373,0.0,2.0
HILLCMT,48.553,-109.707,2.7,2.0
HLGHOLD,26.178,-97.714,11.433,3.5
HMCHOTX,26.158,-97.675,0.1,2.0
HOUHOLD,29.952,-95.311,38.767,3.5
HOUICDF,29.951,-95.312,958.567,9.0
HOWARMD,39.169,-76.782,68.667,3.5
HRREGVA,36.804,-76.368,394.233,6.0
HSF,26.181,-97.685,0.067,2.0
HUDSONJ,40.73,-74.103,428.6,6.0
IMPCOCA,32.749,-115.563,0.033,2.0
INPHOLD,39.766,-86.154,1.0,2.0
IRWINGA,31.581,-83.255,0.0,2.0
IWAHOLD,33.418,-111.837,1.0,2.0
JACKSOR,42.322,-122.879,1.233,2.0
JAJUVOR,42.321,-122.878,0.133,2.0
JAXHOLD,30.256,-81.59,0.033,2.0
JEFFECO,39.73,-105.204,0.0,2.0
JEFFEID,43.673,-111.911,6.233,2.0
JEFFEIL,38.315,-88.903,103.5,6.0
JEFFEKS,39.207,-95.311,0.0,2.0
JEFFEMT,46.236,-112.121,3.633,2.0
JEFFENY,43.974,-75.928,0.067,2.0
JEFFETX,30.079,-94.094,0.0,2.0
JENADLA,31.707,-92.151,1085.233,12.0
JENNIMO,38.711,-90.267,0.1,2.0
JMHOSFL,25.847,-80.306,1.0,2.0
JOHNSTX,32.375,-97.388,166.133,6.0
JOSEPOR,42.438,-123.319,7.633,2.0
KANHOLD,39.269,-94.676,1.1,2.0
KARNETX,28.883,-97.912,6.0,2.0
KENOSWI,42.593,-87.915,170.8,6.0
KERCOCA,35.653,-119.108,124.467,6.0
KINNETX,29.311,-100.418,0.0,2.0
KITTIWA,46.997,-120.55,0.0,2.0
KLAMCOR,42.222,-121.749,0.733,2.0
KODIAAK,57.791,-152.406,0.0,2.0
KOOTEID,47.702,-116.786,0.0,2.0
KRHUBFL,25.754,-80.489,0.533,2.0
KRO,25.76,-80.497,630.9,9.0
LACKAPA,41.422,-75.648,31.733,3.5
LAKCOMT,47.692,-114.161,0.0,2.0
LANCACA,34.702,-118.233,1253.333,12.0
LANECOR,44.051,-123.09,0.0,2.0
LAPAZAZ,34.146,-114.29,0.0,2.0
LAPLACO,37.248,-107.879,1.2,2.0
LARCOWY,41.135,-104.82,0.0,2.0
LARIMCO,40.564,-105.032,0.267,2.0
LASANCO,37.18,-104.486,0.0,2.0
LAWREPA,40.999,-80.338,0.0,2.0
LAWRESD,44.375,-103.729,0.0,2.0
LDFHOLD,40.398,-105.073,0.467,2.0
LEWISMT,46.586,-112.037,0.0,2.0
LIMESTX,31.529,-96.512,0.0,2.0
LINCOMO,38.971,-90.963,6.2,2.0
LINNCOR,44.629,-123.098,0.0,2.0
LINNJIA,41.975,-91.67,14.733,3.5
LIVINNY,42.8,-77.816,0.0,2.0
LKLNDLA,31.34,-92.399,0.0,2.0
LONPDAR,34.542,-91.755,3.367,2.0
LOSCJCA,34.059,-118.231,1.0,2.0
LOSHOLD,34.054,-118.24,97.4,3.5
LOUCOVA,39.075,-77.545,0.0,2.0
LOYMCIL,41.861,-87.835,0.167,2.0
LRDICDF,27.529,-99.448,139.867,6.0
LRKNHFL,25.706,-80.293,12.533,3.5
LSFHOLD,26.075,-97.512,1.0,2.0
LSHOSMA,42.3,-71.106,0.0,2.0
LUBBOTX,33.585,-101.843,1.567,2.0
LUNCONM,32.276,-107.777,0.0,2.0
LVGHOLD,36.058,-115.225,4.067,2.0
MABSHOS,41.947,-70.953,0.0,2.0
MACCOMI,42.613,-82.882,0.567,2.0
MADISID,43.827,-111.779,0.0,2.0
MADISNY,43.081,-75.707,0.3,2.0
MAHONOH,41.104,-80.655,0.0,2.0
MANHOLD,42.999,-71.467,0.167,2.0
MAPLEOH,41.415,-81.565,13.467,3.5
MARIOIN,39.766,-86.154,8.8,2.0
MARSHIA,42.01,-93.06,4.6,2.0
MARTIFL,27.176,-80.24,0.0,2.0
MATEWKS,42.613,-71.236,0.0,2.0
MATSHOS,41.901,-71.089,0.0,2.0
MAVERTX,28.719,-100.46,0.0,2.0
MCCDCTX,31.558,-97.134,0.067,2.0
MCCLETX,31.558,-97.133,0.0,2.0
MCFAJAZ,33.446,-112.078,5.667,2.0
MCHENIL,42.337,-88.443,321.033,6.0
MCMEDAZ,33.447,-112.059,0.0,2.0
MEADESD,44.415,-103.516,0.0,2.0
MECKLNC,35.315,-80.841,67.067,3.5
MEDHOLD,42.325,-122.877,0.133,2.0
MEMHOLD,35.158,-89.883,3.0,2.0
MESJACO,39.069,-108.574,0.6,2.0
METROFL,25.715,-80.336,0.0,2.0
MIAHOLD,25.92,-80.155,4.767,2.0
MIDBIMA,42.369,-71.079,0.0,2.0
MIDDLNJ,40.421,-74.489,0.0,2.0
MILHOLD,43.048,-87.908,0.067,2.0
MILLRAR,33.4,-94.023,3.433,2.0
MINERMT,47.192,-114.891,0.0,2.0
MINICID,42.535,-113.792,12.433,3.5
MINNESD,43.578,-96.729,0.0,2.0
MISCOMO,36.923,-89.352,36.767,3.5
MISSOMT,46.883,-114.027,0.0,2.0
MNCOAKC,45.053,-92.831,0.0,2.0
MOFFECO,40.507,-107.559,3.5,2.0
MOHAVAZ,35.192,-114.051,0.0,2.0
MONCJAL,32.379,-86.308,3.4,2.0
MONMONJ,40.268,-74.287,268.867,6.0
MONROFL,24.572,-81.749,39.633,3.5
MONROMI,41.894,-83.394,101.133,6.0
MONRONY,43.152,-77.614,0.0,2.0
MONTGMO,38.98,-91.504,28.467,3.5
MONTGNY,42.953,-74.374,0.0,2.0
MONTGPA,40.159,-75.422,1.767,2.0
MONTGTX,30.336,-95.448,334.933,6.0
MORGACO,40.251,-103.79,0.0,2.0
MORGNMO,38.432,-92.84,46.7,3.5
MOROWOH,40.56,-82.807,52.933,3.5
MOUNTND,48.321,-102.391,0.733,2.0
MSF,25.778,-80.193,1.0,2.0
MTPPDCA,34.059,-118.126,0.1,2.0
MULTNOR,45.563,-122.544,0.0,2.0
MUSIKCA,33.663,-117.701,233.567,6.0
MUSSEMT,46.45,-108.542,0.067,2.0
NASSAFL,30.611,-81.631,0.0,2.0
NASSANY,40.728,-73.556,0.0,2.0
NATROWY,42.862,-106.345,1.5,2.0
NAVSOAZ,34.872,-110.155,0.0,2.0
NBRMCFL,26.275,-80.099,0.5,2.0
NEJUVNE,41.845,-97.457,0.0,2.0
NGDCTGA,34.295,-83.824,398.9,6.0
NHSPCON,43.227,-71.558,0.0,2.0
NIAGANY,43.18,-78.736,0.0,2.0
NIOBRWY,42.761,-104.451,0.0,2.0
NOBLEMN,43.649,-95.593,5.0,2.0
NOJUVOR,45.61,-121.203,1.0,2.0
NOLVGNV,36.202,-115.12,145.167,6.0
NORCOOR,45.61,-121.203,4.3,2.0
NORFOMA,42.26,-71.209,45.667,3.5
NORHOLD,36.876,-76.223,1.767,2.0
NWREGVA,39.199,-78.146,0.0,2.0
NYBUFFC,42.932,-78.54,0.0,2.0
NYCHOLD,40.64,-74.17,1.433,2.0
OAK,30.821,-92.641,0.0,2.0
OAKHOLD,30.832,-92.637,0.1,2.0
OCIRCCA,33.749,-117.877,5.033,2.0
OKANOWA,48.366,-119.582,0.033,2.0
OMAHOLD,41.281,-95.899,0.067,2.0
ONECONY,43.156,-75.377,0.0,2.0
ONONDNY,43.046,-76.146,1.633,2.0
ONTARNY,42.883,-77.212,6.067,2.0
ORANGFL,28.504,-81.416,0.933,2.0
ORANGNY,41.405,-74.357,111.767,6.0
ORLEANY,43.245,-78.192,0.0,2.0
ORLHOLD,28.427,-81.334,6.3,2.0
ORPARLA,29.961,-90.094,27.533,3.5
OTERONM,32.852,-106.008,0.0,2.0
OTROPNM,32.079,-106.278,0.0,2.0
OTRPCNM,32.08,-106.283,780.767,9.0
PALMBFL,26.673,-80.092,0.0,2.0
PAMREVA,37.752,-77.359,0.0,2.0
PARKCMT,45.663,-110.556,0.0,2.0
PARKCWY,44.532,-109.061,0.0,2.0
PARKJCO,39.218,-105.98,28.1,3.5
PASADCA,34.149,-118.145,4.2,2.0
PASSANJ,40.913,-74.174,0.0,2.0
PCSHOLD,31.398,-103.521,9.533,2.0
PECOSTX,31.399,-103.512,0.033,2.0
PEMBIND,48.791,-97.626,0.0,2.0
PENDOWA,48.179,-117.058,0.0,2.0
PENNISD,44.079,-103.221,1.167,2.0
PENOBME,44.801,-68.778,0.0,2.0
PERRYAL,32.634,-87.316,0.0,2.0
PHELPNE,40.439,-99.37,28.567,3.5
PHIHOLD,39.96,-75.165,5.867,2.0
PHILLMT,48.357,-107.878,0.0,2.0
PHOHOLD,33.471,-112.073,55.667,3.5
PIC,26.155,-97.338,788.533,9.0
PIKCOPA,41.389,-75.071,168.467,6.0
PINALAZ,33.041,-111.376,489.633,6.0
PINELFL,27.902,-82.706,1.067,2.0
PISCAME,45.183,-69.224,0.233,2.0
PLATTMO,39.19,-94.684,0.667,2.0
PLATTWY,42.055,-104.953,1.067,2.0
PLYMOMA,41.932,-70.651,318.2,6.0
PMHOSFL,25.885,-80.325,0.267,2.0
PMREGVA,37.321,-78.425,0.0,2.0
POLKCTX,30.698,-95.006,875.2,9.0
POLKJIA,41.654,-93.588,51.967,3.5
POMONCA,34.055,-117.754,2.167,2.0
PONDEMT,48.169,-111.947,0.0,2.0
POOHOLD,45.515,-122.676,11.067,3.5
POTTAIA,41.282,-95.867,35.467,3.5
PROWECO,38.086,-102.619,0.0,2.0
PRVEGAL,18.411,-66.32,0.0,2.0
PUEBLCO,38.276,-104.611,0.533,2.0
PUEHOLD,38.393,-105.117,2.233,2.0
PWILLVA,38.752,-77.478,0.033,2.0
RAADCMN,44.956,-93.089,78.5,3.5
RAPPSVA,38.318,-77.472,225.267,6.0
RCMHOLD,37.542,-77.434,5.033,2.0
REDETTX,31.396,-103.54,1.433,2.0
REHOSIL,41.865,-87.804,0.0,2.0
REJAITX,31.389,-103.527,0.0,2.0
RGS,26.155,-97.338,54.933,3.5
RICECKS,38.347,-98.224,24.933,3.5
RICHMVA,37.549,-77.419,0.0,2.0
RIVERCA,33.978,-117.374,0.0,2.0
RNDLLTX,35.116,-101.866,3.767,2.0
ROANOVA,37.294,-80.053,0.0,2.0
ROCKIIL,41.509,-90.581,4.833,2.0
ROCKINH,43.012,-71.054,0.0,2.0
ROCKIVA,38.45,-78.87,0.0,2.0
RONKEVA,37.271,-79.947,0.0,2.0
ROSEAMN,48.84,-95.767,0.0,2.0
ROSEBMT,46.266,-106.673,0.067,2.0
ROUTTCO,40.502,-106.86,0.0,2.0
RPCHOLD,44.099,-103.265,0.267,2.0
RRFINWA,47.451,-122.295,0.1,2.0
RSREGVA,37.295,-77.321,0.0,2.0
SAAHOLD,33.749,-117.875,29.467,3.5
SACHOLD,38.578,-121.5,11.967,3.5
SACITCA,33.75,-117.88,215.033,6.0
SACRACA,38.583,-121.497,141.267,6.0
SAJHOLD,18.407,-66.107,8.433,2.0
SANANCA,33.75,-117.881,0.0,2.0
SANJAIL,39.8,-89.643,0.0,2.0
SARJUNE,41.141,-96.039,0.133,2.0
SARPYNE,41.143,-96.042,0.0,2.0
SBDHOLD,34.101,-117.298,26.567,3.5
SBERNCA,34.102,-117.272,1.6,2.0
SCNORCA,37.352,-121.906,1.0,2.0
SCOTTMO,37.097,-89.564,11.833,3.5
SCRUZAZ,31.355,-110.928,0.0,2.0
SDHOSCA,32.619,-117.023,2.0,2.0
SEAHOLD,47.491,-122.291,9.867,2.0
SEBASAR,35.383,-94.425,11.5,3.5
SENECNY,42.15,-77.063,0.067,2.0
SENECOH,41.08,-83.154,134.9,6.0
SFDHOLD,43.549,-96.724,1.2,2.0
SFRHOLD,37.796,-122.402,20.867,3.5
SHACOKS,39.048,-95.672,7.4,2.0
SHAJUKS,39.048,-95.67,0.033,2.0
SHECOVA,38.882,-78.506,0.0,2.0
SHERBMN,45.304,-93.619,139.933,6.0
SHERIMT,48.778,-104.558,0.0,2.0
SHERIWY,44.816,-106.956,0.0,2.0
SILBOMT,46.015,-112.539,0.0,2.0
SITKAAK,57.053,-135.334,0.0,2.0
SLRDCAZ,32.498,-114.778,0.033,2.0
SLSLCUT,40.726,-111.917,0.1,2.0
SMARYMD,38.302,-76.629,0.0,2.0
SNAHOLD,29.522,-98.392,10.867,3.5
SNDCOCA,32.59,-116.921,0.0,2.0
SNDHOLD,32.717,-117.165,28.833,3.5
SNJHOLD,37.239,-121.774,7.2,2.0
SOBAYCA,32.633,-117.078,0.0,2.0
SOLONOH,41.391,-81.44,0.0,2.0
SOMERME,44.789,-69.883,0.0,2.0
SOUTECO,37.133,-107.634,0.0,2.0
SPGHOLD,37.267,-93.129,0.233,2.0
SPHOSCA,33.739,-118.307,0.033,2.0
SPMHOLD,44.86,-93.231,2.167,2.0
SRJDFID,42.543,-114.434,0.0,2.0
STCDFTX,28.895,-99.122,1455.7,12.0
STCLAMI,42.942,-82.481,57.9,3.5
STEUBNY,42.35,-77.296,0.167,2.0
STEVEWA,48.543,-117.904,0.0,2.0
STJOSAZ,33.481,-112.079,0.0,2.0
STJOSCA,33.782,-117.864,0.0,2.0
STK,37.951,-121.29,4.5,2.0
STLHOLD,38.624,-90.2,0.367,2.0
STMRYIL,41.903,-87.683,0.0,2.0
STOPDIL,41.899,-87.884,0.0,2.0
STRAFNH,43.219,-70.939,8.433,2.0
STTCJVI,18.34,-64.928,0.167,2.0
STWRTGA,32.037,-84.772,1908.333,15.0
SUFFOMA,42.333,-71.071,246.033,6.0
SUMMIUT,40.721,-111.478,0.0,2.0
SUNNYWA,46.329,-120.023,0.0,2.0
SUSSENJ,41.055,-74.767,30.633,3.5
SWEETWY,41.537,-109.301,0.233,2.0
TELLECO,38.942,-105.154,0.2,2.0
TEMPLCA,34.049,-118.234,0.1,2.0
TENSALA,31.809,-91.397,102.867,6.0
TETONWY,43.478,-110.76,0.4,2.0
TFALLID,42.558,-114.467,0.0,2.0
TGREETX,31.463,-100.44,0.0,2.0
TIOGANY,42.143,-76.266,0.0,2.0
TLACYCA,33.783,-117.889,470.267,6.0
TNWESDF,35.409,-89.55,12.9,3.5
TOOLEMT,48.507,-111.856,0.0,2.0
TOORANM,34.767,-106.018,0.767,2.0
TRAVITX,30.273,-97.746,0.033,2.0
TRICOIL,37.272,-89.175,198.5,6.0
TUCHOLD,32.135,-110.926,17.133,3.5
TULCOOK,36.157,-95.999,127.867,6.0
TXHUNTS,30.722,-95.547,0.0,2.0
UINTAWY,41.269,-110.921,0.0,2.0
UMATCOR,45.674,-118.849,0.867,2.0
UNIONNM,36.448,-103.191,0.0,2.0
USMSDFL,25.778,-80.195,0.0,2.0
USMVT,44.481,-73.214,0.0,2.0
UTAHCUT,40.148,-111.657,186.067,6.0
VALJUTX,29.356,-100.9,0.067,2.0
VALVETX,29.373,-100.848,7.367,2.0
VBHOSTX,26.175,-97.67,0.5,2.0
VENHOLD,34.206,-119.077,12.533,3.5
VENTUCA,34.268,-119.211,0.0,2.0
VIRBEVA,36.753,-76.06,0.0,2.0
VISTACA,33.192,-117.257,0.0,2.0
VNBRNMI,42.233,-83.495,0.0,2.0
VPREGVA,37.222,-76.619,0.0,2.0
VRK,40.728,-74.006,37.5,3.5
VTCHTDN,44.446,-73.205,0.0,2.0
VTDCORR,44.333,-72.752,0.3,2.0
VTSTALB,44.85,-73.132,0.0,2.0
WACLATX,29.424,-98.497,1.233,2.0
WAKECNC,35.778,-78.64,10.267,3.5
WAKULFL,30.196,-84.377,134.8,6.0
WASCONY,43.282,-73.587,2.533,2.0
WASHAWY,44.017,-107.956,0.0,2.0
WASHCUT,37.158,-113.412,20.167,3.5
WASHIAR,36.034,-94.177,0.0,2.0
WASHICO,40.158,-103.192,1.733,2.0
WASHIME,44.716,-67.459,0.0,2.0
WASHOLD,38.881,-77.229,20.4,3.5
WASHONV,39.573,-119.811,33.767,3.5
