code,latitude,longitude,N,size,N_min,N_max
ADACOID,43.607,-116.27,8.613,2.0,8.613,8.613
ADAMSWA,47.127,-118.383,0.452,2.0,0.452,0.452
ADDCOVT,44.012,-73.164,0.065,2.0,0.065,0.065
AGC,18.494,-67.142,48.387,3.5,48.387,48.387
AIRHOPR,18.44,-66.005,0.097,2.0,0.097,0.097
AKCOOKI,61.219,-149.871,0.097,2.0,0.097,0.097
AKFAIRB,64.835,-147.761,0.258,2.0,0.258,0.258
AKHIGHL,61.304,-149.58,0.484,2.0,0.484,0.484
AKMATSU,61.601,-149.119,0.129,2.0,0.129,0.129
ALAMCNC,36.069,-79.402,88.71,3.5,88.71,88.71
ALBCONY,42.751,-73.815,18.032,3.5,18.032,18.032
ALHAMCA,34.092,-118.127,19.387,3.5,19.387,19.387
ALLEGNY,42.212,-78.017,23.677,3.5,23.677,23.677
ALLEGPA,40.435,-79.994,14.581,3.5,14.581,14.581
ANCHOAK,61.218,-149.858,3.29,2.0,3.29,3.29
ARLCOVA,38.891,-77.083,39.452,3.5,39.452,39.452
AROOSME,46.125,-67.838,0.097,2.0,0.097,0.097
ATLANGA,33.747,-84.395,162.613,6.0,162.613,162.613
ATLHOLD,33.753,-84.393,31.484,3.5,31.484,31.484
BALHOLD,39.255,-76.681,9.323,2.0,9.323,9.323
BANNOID,42.839,-112.41,1.613,2.0,1.613,1.613
BASILLA,30.487,-92.583,538.677,9.0,538.677,538.677
BEDCITX,32.841,-97.133,39.0,3.5,39.0,39.0
BEDFOOH,41.409,-81.497,27.097,3.5,27.097,27.097
BEDFOPA,40.008,-78.505,0.226,2.0,0.226,0.226
BEFAMPA,40.38,-76.02,83.226,3.5,83.226,83.226
BENTOWA,46.221,-119.221,11.161,3.5,11.161,11.161
BERGENJ,40.874,-74.039,128.677,6.0,128.677,128.677
BERKSPA,40.383,-76.017,32.806,3.5,32.806,32.806
BERNANM,35.089,-106.651,0.194,2.0,0.194,0.194
BESECPA,40.383,-76.017,5.71,2.0,5.71,5.71
BHCALCA,34.077,-118.073,2.645,2.0,2.645,2.645
BKLHOLD,35.374,-119.011,13.258,3.5,13.258,13.258
BLOUNTN,35.75,-83.991,4.452,2.0,4.452,4.452
BOEHOLD,31.792,-106.403,1.0,2.0,1.0,1.0
BONNEID,43.495,-112.041,0.871,2.0,0.871,0.871
BOONEKY,39.037,-84.724,48.935,3.5,48.935,48.935
BOPALM,41.128,-76.922,2.0,2.0,2.0,2.0
BOPCUM,39.597,-78.754,1.0,2.0,1.0,1.0
BOPGUA,18.423,-66.112,50.71,3.5,50.71,50.71
BOPHON,21.333,-157.929,70.871,3.5,70.871,70.871
BOPLOS,34.054,-118.238,0.032,2.0,0.032,0.032
BOPMAR,37.663,-88.984,1.0,2.0,1.0,1.0
BOPMEM,35.156,-89.867,1.0,2.0,1.0,1.0
BOPOAD,30.821,-92.641,466.194,6.0,466.194,466.194
BOPRAE,32.052,-82.874,0.032,2.0,0.032,0.032
BOPRCH,44.023,-92.44,2.0,2.0,2.0,2.0
BOPSPG,37.178,-93.323,6.0,2.0,6.0,6.0
BOPTHA,39.416,-87.451,2.065,2.0,2.065,2.065
BOTTIND,48.828,-100.45,0.161,2.0,0.161,0.161
BOWCOTX,33.421,-94.043,0.194,2.0,0.194,0.194
BPC,42.366,-71.052,1.806,2.0,1.806,1.806
BRADEFL,27.495,-82.573,1.0,2.0,1.0,1.0
BRINDMA,41.665,-70.996,188.548,6.0,188.548,188.548
BROMMNY,42.131,-75.913,0.548,2.0,0.548,0.548
BTV,43.02,-78.203,507.806,9.0,507.806,507.806
BUTLEKS,37.814,-96.83,0.968,2.0,0.968,0.968
BUTLEOH,39.39,-84.553,182.258,6.0,182.258,182.258
BWDGICA,34.063,-118.239,3.065,2.0,3.065,3.065
CAJUVMN,44.789,-93.593,0.065,2.0,0.065,0.065
CALDWMO,39.643,-94.047,60.355,3.5,60.355,60.355
CALHOMI,42.317,-85.176,203.097,6.0,203.097,203.097
CAMBRPA,40.484,-78.701,121.581,6.0,121.581,121.581
CARJAMN,44.787,-93.593,43.065,3.5,43.065,43.065
CARROMD,39.573,-76.986,0.548,2.0,0.548,0.548
CASCAMT,47.466,-111.38,0.226,2.0,0.226,0.226
CASSCNE,41.011,-95.883,27.871,3.5,27.871,27.871
CATTANY,42.251,-78.8,0.355,2.0,0.355,0.355
CAYUGNY,42.98,-76.544,0.29,2.0,0.29,0.29
CCADCAZ,33.064,-111.379,73.742,3.5,73.742,73.742
CCAFLAZ,33.044,-111.372,214.677,6.0,214.677,214.677
CCAHUTX,30.565,-97.42,429.29,6.0,429.29,429.29
CCASDCA,32.577,-116.915,678.129,9.0,678.129,678.129
CFREDVA,39.199,-78.146,0.968,2.0,0.968,0.968
CHACONY,42.255,-79.504,7.71,2.0,7.71,7.71
CHARLSC,32.859,-80.009,1.0,2.0,1.0,1.0
CHASEKS,38.375,-96.539,46.548,3.5,46.548,46.548
CHELAWA,47.423,-120.315,2.935,2.0,2.935,2.935
CHIPPMI,46.497,-84.346,30.194,3.5,30.194,30.194
CHRISMO,37.02,-93.206,30.71,3.5,30.71,30.71
CKHOSFL,25.731,-80.386,0.774,2.0,0.774,0.774
CLICONY,44.72,-73.468,25.806,3.5,25.806,25.806
CLINTPA,41.155,-77.337,178.645,6.0,178.645,178.645
CMPJVNY,42.913,-78.868,0.065,2.0,0.065,0.065
COBBJGA,33.909,-84.581,29.581,3.5,29.581,29.581
COLCASC,34.076,-80.98,26.548,3.5,26.548,26.548
COLLIFL,26.126,-81.766,19.774,3.5,19.774,19.774
COLUMOR,45.849,-122.819,10.903,3.5,10.903,10.903
COLUMPA,40.998,-76.451,32.226,3.5,32.226,32.226
COMFTFL,25.733,-80.383,0.129,2.0,0.129,0.129
CONEJCO,37.086,-106.005,2.677,2.0,2.677,2.677
CONVEWY,42.76,-105.381,0.065,2.0,0.065,0.065
COSTACA,33.652,-117.912,2.613,2.0,2.613,2.613
COWJVWA,46.141,-122.918,0.129,2.0,0.129,0.129
CSCNWWA,47.25,-122.423,971.645,9.0,971.645,971.645
CTLAFSL,41.761,-72.683,2.258,2.0,2.258,2.258
CUMBEME,43.651,-70.282,35.097,3.5,35.097,35.097
CUSTEMT,46.405,-105.854,0.194,2.0,0.194,0.194
DALHOLD,32.824,-96.872,7.452,2.0,7.452,7.452
DAVIDTN,36.186,-86.785,51.194,3.5,51.194,51.194
DEAPDMI,42.323,-83.173,8.581,2.0,8.581,8.581
DEKALAL,34.429,-85.76,7.903,2.0,7.903,7.903
DENCICO,39.737,-104.992,2.032,2.0,2.032,2.032
DENHOLD,39.784,-104.849,21.968,3.5,21.968,21.968
DENICDF,39.766,-104.865,399.452,6.0,399.452,399.452
DENVECO,39.767,-104.864,1.677,2.0,1.677,1.677
DEPCOGU,13.448,144.786,42.226,3.5,42.226,42.226
DETHOLD,42.409,-83.038,0.129,2.0,0.129,0.129
DOCORNE,41.253,-95.939,131.484,6.0,131.484,131.484
DODGEWI,43.407,-88.706,182.194,6.0,182.194,182.194
DORCHMD,38.548,-76.061,36.387,3.5,36.387,36.387
DOUGLCO,39.373,-104.86,1.806,2.0,1.806,1.806
DOUGLOR,43.212,-123.346,0.097,2.0,0.097,0.097
DRURYCO,39.776,-104.847,0.161,2.0,0.161,0.161
DUVALFL,30.326,-81.65,3.387,2.0,3.387,3.387
EAZ,32.818,-111.519,1495.613,12.0,1495.613,1495.613
ECC,32.803,-115.57,477.516,6.0,477.516,477.516
ECTORTX,31.774,-102.367,0.258,2.0,0.258,0.258
ELGPDIL,42.04,-88.284,0.645,2.0,0.645,0.645
ELPASCO,38.788,-104.779,89.194,3.5,89.194,89.194
ELZICDF,40.666,-74.19,274.839,6.0,274.839,274.839
EPC,31.796,-106.37,790.677,9.0,790.677,790.677
ERICONY,42.887,-78.878,0.581,2.0,0.581,0.581
ERICOPA,42.125,-80.066,10.806,3.5,10.806,10.806
ESSEXMA,42.597,-70.987,21.613,3.5,21.613,21.613
ESSEXNJ,40.731,-74.136,241.581,6.0,241.581,241.581
ETOWAAL,34.016,-86.012,345.29,6.0,345.29,345.29
EULESTX,32.832,-97.094,41.355,3.5,41.355,41.355
FAULKAR,35.089,-92.443,2.129,2.0,2.129,2.129
FLATHMT,48.191,-114.311,0.129,2.0,0.129,0.129
FLO,33.065,-111.379,444.129,6.0,444.129,444.129
FORSYNC,36.097,-80.243,1.484,2.0,1.484,1.484
FRACOVT,44.811,-73.08,15.839,3.5,15.839,15.839
FREDEMD,39.365,-77.415,37.548,3.5,37.548,37.548
FREHOLD,36.733,-119.785,6.806,2.0,6.806,6.806
FREMOCO,38.447,-105.183,1.258,2.0,1.258,1.258
FSF,33.065,-111.379,296.935,6.0,296.935,296.935
GARVIOK,34.74,-97.222,18.194,3.5,18.194,18.194
GASTNNC,35.268,-81.182,2.613,2.0,2.613,2.613
GENESNY,42.999,-78.188,1.903,2.0,1.903,1.903
GFCORND,47.936,-97.056,37.29,3.5,37.29,37.29
GIJUVAZ,33.4,-110.769,0.065,2.0,0.065,0.065
GLADEFL,26.839,-81.124,398.0,6.0,398.0,398.0
GLEPDCA,34.147,-118.249,20.71,3.5,20.71,20.71
GRANTWA,47.322,-119.553,1.71,2.0,1.71,1.71
GRAYSKY,37.491,-86.258,1.0,2.0,1.0,1.0
GREENMA,42.596,-72.612,75.839,3.5,75.839,75.839
GWINNGA,33.982,-83.977,0.419,2.0,0.419,0.419
HAILEID,43.665,-116.682,7.29,2.0,7.29,7.29
HALLJGA,34.243,-83.816,8.839,2.0,8.839,8.839
HARDJIA,42.36,-93.097,82.645,3.5,82.645,82.645
HARHOLD,41.651,-72.604,0.097,2.0,0.097,0.097
HASKLTX,33.176,-99.722,592.71,9.0,592.71,592.71
HENDENC,35.315,-82.456,6.129,2.0,6.129,6.129
HERNAFL,28.484,-82.451,241.355,6.0,241.355,241.355
HILLCMT,48.553,-109.707,0.129,2.0,0.129,0.129
HMCHOTX,26.158,-97.675,0.742,2.0,0.742,0.742
HOUHOLD,29.952,-95.311,50.71,3.5,50.71,50.71
HOUICDF,29.951,-95.312,963.968,9.0,963.968,963.968
HOWARMD,39.169,-76.782,38.0,3.5,38.0,38.0
HRREGVA,36.804,-76.368,285.065,6.0,285.065,285.065
HSF,26.181,-97.685,139.29,6.0,139.29,139.29
HUDSONJ,40.73,-74.103,337.226,6.0,337.226,337.226
JACKSOR,42.322,-122.879,0.935,2.0,0.935,0.935
JAXHOLD,30.256,-81.59,4.742,2.0,4.742,4.742
JEFFECO,39.73,-105.204,2.774,2.0,2.774,2.774
JEFFEMT,46.236,-112.121,2.935,2.0,2.935,2.935
JEFFETX,30.079,-94.094,4.355,2.0,4.355,4.355
JENADLA,31.707,-92.151,972.742,9.0,972.742,972.742
JMHOSFL,25.847,-80.306,1.387,2.0,1.387,1.387
JOSEPOR,42.438,-123.319,7.516,2.0,7.516,7.516
KARNETX,28.883,-97.912,286.226,6.0,286.226,286.226
